user	date	lon	lat
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:31:01.524000+00:00	-9.928583139	53.547481528
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:31:17.571000+00:00	-9.928483	53.547565444
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:31:27.028000+00:00	-9.928453444	53.547618861
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:31:44.155000+00:00	-9.928327556	53.547721861
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:32:06.855000+00:00	-9.928156833	53.547813389
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:32:13.510000+00:00	-9.928092944	53.547832472
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:32:29.995000+00:00	-9.928025222	53.547897333
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:32:47.157000+00:00	-9.927947972	53.547966
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:33:11.007000+00:00	-9.927791583	53.548076611
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:33:24.554000+00:00	-9.927744861	53.548133833
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:33:44.384000+00:00	-9.927697167	53.548278806
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:33:49.991000+00:00	-9.927677139	53.548316944
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:33:59.686000+00:00	-9.927637083	53.548416111
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:34:14.923000+00:00	-9.927615139	53.548522944
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:34:20.395000+00:00	-9.927590361	53.548568722
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:34:22.491000+00:00	-9.927579861	53.548576333
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:34:31.611000+00:00	-9.927532194	53.548637389
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:34:48.366000+00:00	-9.927432056	53.548736556
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:35:03.568000+00:00	-9.927387222	53.548854806
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:35:09.175000+00:00	-9.927371972	53.548896778
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:35:16.067000+00:00	-9.927332861	53.548934917
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:35:31.468000+00:00	-9.927227	53.549022667
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:35:34.546000+00:00	-9.927227	53.549034111
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:35:50.862000+00:00	-9.927154528	53.549152361
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:35:53.295000+00:00	-9.927145	53.549167611
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:36:04.410000+00:00	-9.927109694	53.549194333
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:36:08.001000+00:00	-9.927100167	53.549209583
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:36:32.551000+00:00	-9.927029583	53.549320194
