id	user	user_id	date	date_kind	lon	lat	pos_accuracy	geoprivacy	quality_grade	photo_url
5508506	nhan	250280	2017-03-30	observed_on	105.8341598	21.0277644	5054	open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/6791581/square.jpg
5508507	nhan	250280	2017-03-30	observed_on	105.8341598	21.0277644	5054	open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/6791583/square.jpg
5650935	trcarlisle	81949	2016-12-23	observed_on	105.8345930	21.0378690		open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/6994921/square.jpg
5650949	trcarlisle	81949	2016-12-23	observed_on	105.8352900	21.0383500		open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/6994962/square.jpg
5822941	haithanh	456382	2017-04-15	observed_on	105.5786168	21.0551559	19	open	research	https://static.inaturalist.org/photos/7243101/square.jpg
6097530	le3	474312	2017-05-05	observed_on	105.8504053	20.9541350	23	open	casual	https://static.inaturalist.org/photos/7627827/square.jpeg
6098290	trcarlisle	81949	2016-12-23	observed_on	105.8450300	21.0292050		open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/7628927/square.jpg
6777362	kotaro	503419	2017-03-02	observed_on	105.8469435	21.0185808	11343	open	research	https://static.inaturalist.org/photos/8615737/square.jpg
6777376	kotaro	503419	2017-02-25	observed_on	105.8353900	21.0538131	1140	open	casual	https://static.inaturalist.org/photos/8615770/square.jpg
7387288	paulmarek	134933	2017-08-05	observed_on	105.7127750	21.3876000		open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/9587808/square.jpg
7440454	nathanoi	574874	2017-05-17	observed_on	105.3713913	21.0811119		open	needs_id	https://static.inaturalist.org/photos/9672863/square.jpeg
7443528	nathanoi	574874	2017-03-23	observed_on	105.3760817	21.0646291	33021	open	research	https://static.inaturalist.org/photos/9677985/square.jpeg
7443564	nathanoi	574874	2017-03-23	observed_on	105.3662303	21.0630056	33021	open	research	https://static.inaturalist.org/photos/9678075/square.jpg
7454693	nathanoi	574874	2017-05-17	observed_on	105.9477768	20.9802780		open	research	https://static.inaturalist.org/photos/9696410/square.jpeg
7454761	nathanoi	574874	2017-03-23	observed_on	105.3634247	21.0609271	33021	open	needs_id	https://static.inaturalist.org/photos/9696478/square.jpeg
7577856	paulmarek	134933	2017-08-04	observed_on	105.6266167	21.4744633		open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/9898204/square.jpg
7577915	paulmarek	134933	2017-08-04	observed_on	105.6270917	21.4794367		open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/9898297/square.jpg
7578013	paulmarek	134933	2017-08-04	observed_on	105.7128000	21.3896283		open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/9898487/square.jpg
7578024	paulmarek	134933	2017-08-04	observed_on	105.7135700	21.3920583		open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/9898526/square.jpg
7578038	paulmarek	134933	2017-08-04	observed_on	105.7138967	21.3922917		open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/9898557/square.jpg
7578057	paulmarek	134933	2017-08-05	observed_on	105.7128450	21.3875367		open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/9898590/square.jpg
7802144	lshapiro	16284	2017-09-05	observed_on	105.9364290	21.0077060		open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/10259808/square.jpg
7802172	lshapiro	16284	2017-09-05	observed_on	105.9364290	21.0077060		open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/10259873/square.jpg
7806765	lshapiro	16284	2017-09-06	observed_on	105.3965640	21.0879890		open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/10267714/square.jpg
7806889	lshapiro	16284	2017-09-06	observed_on	105.3965640	21.0879890		open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/10267873/square.jpg
7806907	lshapiro	16284	2017-09-06	observed_on	105.3965640	21.0879890		open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/10267905/square.jpg
8219297	taewoo	433429	2013-11-05	observed_on	105.6233581	21.4293606	204	open	needs_id	https://static.inaturalist.org/photos/10894822/square.jpg
8247033	anhtaivu	656410	2017-10-04	observed_on	105.8020019	21.0484442	65	open	casual	https://static.inaturalist.org/photos/10938593/square.jpg
8308477	taewoo	433429	2014-05-01	observed_on	105.6233581	21.4293606	204	open	needs_id	https://static.inaturalist.org/photos/11030469/square.jpeg
8308478	taewoo	433429	2014-04-30	observed_on	105.6233581	21.4293606	204	open	research	https://static.inaturalist.org/photos/11030470/square.jpeg
8308479	taewoo	433429	2014-04-29	observed_on	105.6233581	21.4293606	204	open	needs_id	https://static.inaturalist.org/photos/11030471/square.jpeg
8308480	taewoo	433429	2013-11-05	observed_on	105.6233581	21.4293606	204	open	needs_id	https://static.inaturalist.org/photos/11030472/square.jpeg
8448176	taewoo	433429	2013-11-05	observed_on	105.6233581	21.4293606	204	open	needs_id	https://static.inaturalist.org/photos/11257195/square.jpeg
